"Код дилера";"Сервисный код дилера";"";"";"Код SAP площадки";"Контрагент";"";"";"Модель";"Код модели";"Годпроизводства";"Рабочий объем";"Тип двигателя";"Стоимость работ";"";"";"";"";"";"Стоимость запчастей";"";"";"";"";"";"Стоимость запчастей PL-2";"";"";"Итого - ремонт";"";"";"";"";"";"Итого - PL-2 ремонт";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"1 год 15000 км";"2 года 30000 км";"3 года 45000 км";"4 года 60000 км";"5 лет 75000 км";"6 лет 90000 км";"1 год 15000 км";"2 год 30000 км";"3 год 45000 км";"4 год 60000 км";"5 лет 75000 км";"6 лет 90000 км";"4 год 60000 км";"5 год 75000 км";"6 год 90000 км";"1 год 15000 км";"2 год 30000 км";"3 год 45000 км";"4 год 60000 км";"5 год 75000 км";"6 год 90000 км";"4 год 60000 км";"5 год 75000 км";"6 год 90000 км"
"RC423";"01095";"";"";"C40AF01095";"Эксперт-Авто Новосибирск";"";"";"H1";"TQ";"2007-";"2.5";"Дизельный";"6290";"8510";"6290";"9990";"6290";"8510";"18309,2";"23507,2";"18309,2";"23507,2";"18309,2";"23507,2";"19811,2";"14613,2";"19811,2";"24599,2";"32017,2";"24599,2";"33497,2";"24599,2";"32017,2";"29801,2";"20903,2";"28321,2"
"RC423";"01095";"";"";"C40AF01095";"Эксперт-Авто Новосибирск";"";"";"Staria";"US4";"2021-";"3.5";"Бензиновый";"6290";"8510";"6290";"9990";"6290";"8510";"14599,8";"16199,8";"14599,8";"19632,8";"14599,8";"16199,8";"18579,8";"13546,8";"15146,8";"20889,8";"24709,8";"20889,8";"29622,8";"20889,8";"24709,8";"28569,8";"19836,8";"23656,8"
"RC423";"01095";"";"";"C40AF01095";"Эксперт-Авто Новосибирск";"";"";"Staria";"US4";"2021-";"2.2";"Дизельный";"6290";"8510";"6290";"9990";"6290";"8510";"15754";"22175";"15754";"22175";"15754";"22175";"20971";"14550";"20971";"22044";"30685";"22044";"32165";"22044";"30685";"30961";"20840";"29481"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Solaris";"HCR PE";"2020-";"1.4";"Бензиновый";"3200";"4800";"3200";"6400";"3200";"4800";"9515";"10115";"9515";"16685";"9515";"10115";"15985";"8915";"9915";"12715";"14915";"12715";"23085";"12715";"14915";"22385";"12115";"14715"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Solaris";"HCR PE";"2020-";"1.6";"Бензиновый";"3200";"5440";"3200";"6400";"3200";"5440";"9515";"13395";"9515";"16685";"9515";"13395";"15985";"8915";"12795";"12715";"18835";"12715";"23085";"12715";"18835";"22385";"12115";"18235"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Solaris";"HCR";"2017-2019";"1.4";"Бензиновый";"3200";"4800";"3200";"6400";"3200";"4800";"9515";"10115";"9515";"16685";"9515";"10115";"15985";"8915";"9915";"12715";"14915";"12715";"23085";"12715";"14915";"22385";"12115";"14715"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Solaris";"HCR";"2017-2019";"1.6";"Бензиновый";"3200";"5440";"3200";"6400";"3200";"5440";"9515";"13395";"9515";"16685";"9515";"13395";"15985";"8915";"12795";"12715";"18835";"12715";"23085";"12715";"18835";"22385";"12115";"18235"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Solaris";"RBR";"2011-2016";"1.4";"Бензиновый";"3200";"4800";"3200";"6400";"3200";"4800";"9515";"10115";"9515";"16685";"9515";"10115";"15985";"8915";"9915";"12715";"14915";"12715";"23085";"12715";"14915";"22385";"12115";"14715"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Solaris";"RBR";"2011-2016";"1.6";"Бензиновый";"3200";"5440";"3200";"6400";"3200";"5440";"9515";"13395";"9515";"16685";"9515";"13395";"15985";"8915";"12795";"12715";"18835";"12715";"23085";"12715";"18835";"22385";"12115";"18235"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"i30";"Gde";"2012-2017";"1.4";"Бензиновый";"4240";"5520";"4240";"6560";"4240";"5520";"7450";"11150";"7450";"13450";"7450";"10115";"12350";"6890";"9915";"11690";"16670";"11690";"20010";"11690";"15635";"18910";"11130";"15435"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"i30";"Gde";"2012-2017";"1.6";"Бензиновый";"4240";"5520";"4240";"6560";"4240";"5520";"7450";"11150";"7450";"13450";"7450";"13395";"12350";"6890";"12795";"11690";"16670";"11690";"20010";"11690";"18915";"18910";"11130";"18315"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"i30";"PDe";"2017-";"1.4";"Бензиновый";"4240";"5520";"4240";"6560";"4240";"5520";"7450";"11150";"7450";"13450";"7450";"10115";"12350";"6890";"9915";"11690";"16670";"11690";"20010";"11690";"15635";"18910";"11130";"15435"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"i30";"PDe";"2017-";"1.6";"Бензиновый";"4240";"5520";"4240";"6560";"4240";"5520";"7450";"11150";"7450";"13450";"7450";"13395";"12350";"6890";"12795";"11690";"16670";"11690";"20010";"11690";"18915";"18910";"11130";"18315"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"i30n";"PDeN";"2018-";"2.0";"Бензиновый";"4900";"6400";"4900";"7600";"4900";"6400";"8340";"10230";"8340";"14850";"8340";"10230";"14430";"7820";"9915";"13240";"16630";"13240";"22450";"13240";"16630";"22030";"12720";"16315"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Elantra";"MD";"2011-2016";"1.6";"Бензиновый";"4560";"5960";"4560";"7080";"4560";"5960";"8830";"12190";"8830";"16915";"8830";"12190";"15220";"7855";"12185";"13390";"18150";"13390";"23995";"13390";"18150";"22300";"12415";"18145"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Elantra";"MD";"2011-2016";"1.8";"Бензиновый";"4730";"6180";"4730";"7340";"4730";"6180";"8830";"12190";"8830";"16915";"8830";"12190";"15220";"7855";"9915";"13560";"18370";"13560";"24255";"13560";"18370";"22560";"12585";"16095"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Elantra";"AD";"2016-2020";"1.6";"Бензиновый";"4730";"6180";"4730";"7340";"4730";"6180";"8830";"12190";"8830";"16915";"8830";"12190";"15220";"7855";"12185";"13560";"18370";"13560";"24255";"13560";"18370";"22560";"12585";"18365"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Elantra";"AD";"2016-2020";"2.0";"Бензиновый";"4900";"6400";"4900";"7600";"4900";"6400";"9230";"9830";"9320";"14555";"9830";"9830";"13180";"8255";"8855";"14130";"16230";"14220";"22155";"14730";"16230";"20780";"13155";"15255"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Elantra";"CN7";"2020-";"1.6";"Бензиновый";"3710";"4860";"3710";"5750";"3710";"4860";"9190";"12550";"9190";"17275";"12550";"12550";"16710";"8360";"11000";"12900";"17410";"12900";"23025";"16260";"17410";"22460";"12070";"15860"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Elantra";"CN7";"2020-";"2.0";"Бензиновый";"3710";"4860";"3710";"5750";"3710";"4860";"13685";"14285";"13685";"17720";"13685";"14285";"16930";"12895";"13495";"17395";"19145";"17395";"23470";"17395";"19145";"22680";"16605";"18355"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Sonata";"LF";"2017-2019";"2.0";"Бензиновый";"4272";"5520";"4272";"6880";"5520";"5520";"12150";"12750";"12150";"16960";"12150";"12750";"16460";"11850";"12450";"16422";"18270";"16422";"23840";"17670";"18270";"23340";"17370";"17970"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Sonata";"LF";"2017-2019";"2.4 GDi";"Бензиновый";"4272";"5520";"4272";"6880";"5520";"5520";"13750";"14350";"13750";"18560";"13750";"14350";"17960";"13450";"14050";"18022";"19870";"18022";"25440";"19270";"19870";"24840";"18970";"19570"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Sonata";"DN8";"2020-";"2.0";"Бензиновый";"4272";"5520";"4272";"6880";"5520";"5520";"11970";"12570";"11970";"16005";"11970";"12570";"15505";"11620";"12220";"16242";"18090";"16242";"22885";"17490";"18090";"22385";"17140";"17740"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Sonata";"DN8";"2020-";"2.5";"Бензиновый";"4272";"5520";"4272";"6880";"5520";"5520";"15955";"16555";"15955";"19990";"15955";"16555";"19990";"15955";"16555";"20227";"22075";"20227";"26870";"21475";"22075";"26870";"21475";"22075"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"i40";"VF";"2011-2017";"1.6";"Бензиновый";"4985";"6510";"4985";"7730";"4985";"6510";"9844";"10624";"9844";"14134";"9844";"10624";"13534";"9244";"9824";"14829";"17134";"14829";"21864";"14829";"17134";"21264";"14229";"16334"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"i40";"VF";"2011-2017";"2.0";"Бензиновый";"4730";"6180";"4730";"7340";"4730";"6180";"10432";"11212";"10432";"13267";"7432";"8212";"12667";"6832";"7612";"15162";"17392";"15162";"20607";"12162";"14392";"20007";"11562";"13792"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"i40";"VF";"2011-2017";"1.7";"Дизельный";"5070";"6620";"5070";"6620";"5070";"6620";"8457";"13337";"8457";"13337";"8457";"13337";"12737";"7857";"12737";"13527";"19957";"13527";"19957";"13527";"19957";"19357";"12927";"19357"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Creta";"GSr";"2016-2021";"1.6";"Бензиновый";"4800";"7340";"4800";"8500";"4800";"7340";"7700";"11580";"7700";"14870";"7700";"11580";"13775";"7125";"10485";"12500";"18920";"12500";"23370";"12500";"18920";"22275";"11925";"17825"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Creta";"GSr";"2016-2021";"2.0";"Бензиновый";"4800";"7340";"4800";"8500";"4800";"7340";"8100";"11980";"8100";"15270";"8100";"11980";"12665";"7525";"10885";"12900";"19320";"12900";"23770";"12900";"19320";"21165";"12325";"18225"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Creta";"SU2r";"2021-";"1.6";"Бензиновый";"4800";"7340";"4800";"8500";"4800";"7340";"9860";"11580";"7700";"14870";"7700";"11580";"13775";"7125";"10485";"14660";"18920";"12500";"23370";"12500";"18920";"22275";"11925";"17825"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Creta";"SU2r";"2021-";"2.0";"Бензиновый";"4800";"7340";"4800";"8500";"4800";"7340";"11725";"12325";"11725";"16065";"11725";"12325";"15110";"11225";"11725";"16525";"19665";"16525";"24565";"16525";"19665";"23610";"16025";"19065"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Tucson";"TLe";"2015-2021";"2.0";"Бензиновый";"5400";"6880";"5400";"8900";"5400";"6880";"11125";"11725";"11125";"14350";"11125";"11725";"13450";"10525";"11125";"16525";"18605";"16525";"23250";"16525";"18605";"22350";"15925";"18005"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Tucson";"TLe";"2015-2021";"1.6T GDI";"Бензиновый";"5400";"6880";"5400";"8900";"5400";"6880";"12725";"13325";"12725";"15950";"12725";"13325";"15050";"12025";"12625";"18125";"20205";"18125";"24850";"18125";"20205";"23950";"17425";"19505"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Tucson";"TLe";"2015-2021";"2.0";"Дизельный";"5400";"7840";"5400";"7840";"5400";"7840";"18465";"25280";"18465";"25280";"18465";"25280";"24553";"17490";"24553";"23865";"33120";"23865";"33120";"23865";"33120";"32393";"22890";"32393"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Tucson";"TLe";"2015-2021";"2.4";"Бензиновый";"5400";"6880";"5400";"8900";"5400";"6880";"12725";"13325";"12725";"15950";"12725";"13325";"15050";"12025";"12625";"18125";"20205";"18125";"24850";"18125";"20205";"23950";"17425";"19505"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Tucson";"NX4";"2021-";"2.0";"Бензиновый";"5760";"7080";"5760";"8900";"5760";"7080";"13615";"14215";"13615";"17650";"13615";"14215";"13615";"12615";"13215";"19375";"21295";"19375";"26550";"19375";"21295";"22515";"18375";"20295"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Tucson";"NX4";"2021-";"2.0";"Дизельный";"5760";"7840";"5760";"7840";"5760";"7840";"16305";"24715";"16305";"24715";"16305";"24715";"16305";"15345";"24715";"22065";"32555";"22065";"32555";"22065";"32555";"24145";"21105";"32555"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Tucson";"NX4";"2021-";"2.5 GDI";"Бензиновый";"5760";"7080";"5760";"8900";"5760";"7080";"15905";"16505";"15905";"19940";"15905";"16505";"15905";"15405";"16005";"21665";"23585";"21665";"28840";"21665";"23585";"24805";"21165";"23085"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Santa Fe";"CM";"2006-2012";"2.4";"Бензиновый";"6400";"8380";"6400";"9700";"6400";"8380";"11836";"12616";"11836";"14206";"11836";"12616";"13606";"10236";"11116";"18236";"20996";"18236";"23906";"18236";"20996";"23306";"16636";"19496"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Santa Fe";"CM";"2006-2012";"2.2";"Дизельный";"7400";"9680";"7400";"9680";"7400";"9680";"15721";"19031";"15721";"19031";"15721";"19031";"18431";"14121";"18431";"23121";"28711";"23121";"28711";"23121";"28711";"28111";"21521";"28111"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Santa Fe";"DM";"2012-2018";"2.4";"Бензиновый";"5400";"7080";"5400";"8200";"5400";"7080";"12310";"13090";"12310";"14845";"12310";"13090";"13245";"11710";"12116";"17710";"20170";"17710";"23045";"17710";"20170";"21445";"17110";"19196"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Santa Fe";"DM";"2012-2018";"2.2";"Дизельный";"5400";"7080";"5400";"7080";"5400";"7080";"15907";"20020";"15907";"20020";"15907";"20020";"16420";"11307";"16420";"21307";"27100";"21307";"27100";"21307";"27100";"23500";"16707";"23500"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Santa Fe";"TM";"2019-2020";"3.5";"Бензиновый";"7800";"10200";"7800";"11800";"7800";"10200";"15153";"15933";"15153";"19073";"15153";"15933";"11473";"8553";"9333";"22953";"26133";"22953";"30873";"22953";"26133";"23273";"16353";"19533"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Santa Fe";"TM";"2019-2020";"2.2";"Дизельный";"5400";"7880";"5400";"7880";"5400";"7880";"16550";"22470";"16550";"22470";"16550";"22470";"21610";"16290";"16890";"21950";"30350";"21950";"30350";"21950";"30350";"29490";"21690";"24770"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Santa Fe";"TM";"2019-2020";"2.4";"Бензиновый";"5760";"7080";"5400";"8900";"5760";"7080";"12815";"13415";"12815";"16090";"12815";"13415";"15190";"12515";"13115";"18575";"20495";"18215";"24990";"18575";"20495";"24090";"18275";"20195"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Santa Fe";"TM";"2020-";"2.2";"Дизельный";"5760";"7880";"5400";"7880";"5760";"7880";"16265";"22675";"16265";"22675";"16265";"22675";"22105";"15695";"16295";"22025";"30555";"21665";"30555";"22025";"30555";"29985";"21455";"24175"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Santa Fe";"TM";"2020-";"2.5";"Бензиновый";"5760";"7080";"5400";"8900";"5760";"7080";"16505";"17105";"16505";"20540";"16505";"17105";"19970";"15935";"16535";"22265";"24185";"21905";"29440";"22265";"24185";"28870";"21695";"23615"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Santa Fe";"TM";"2020-";"3.5";"Бензиновый";"7600";"10200";"7800";"11800";"7800";"10200";"17120";"17720";"17120";"21155";"17120";"17720";"20585";"16735";"17335";"24720";"27920";"24920";"32955";"24920";"27920";"32385";"24535";"27535"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Grand Santa Fe";"NC";"2012-2018";"3.3";"Бензиновый";"6000";"7860";"6000";"9100";"6000";"7860";"13210";"13990";"13210";"16520";"13210";"13990";"15920";"12610";"13390";"19210";"21850";"19210";"25620";"19210";"21850";"25020";"18610";"21250"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Grand Santa Fe";"NC";"2012-2018";"3.0 GDI";"Бензиновый";"6000";"7860";"6000";"9100";"6000";"7860";"13189";"13969";"13189";"18614";"13189";"13969";"18014";"12589";"13369";"19189";"21829";"19189";"27714";"19189";"21829";"27114";"18589";"21229"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Grand Santa Fe";"NC";"2012-2018";"2.2";"Дизельный";"6200";"8120";"6200";"8120";"6200";"8120";"15721";"19031";"15721";"19031";"15721";"19031";"18431";"15121";"18431";"21921";"27151";"21921";"27151";"21921";"27151";"26551";"21321";"26551"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Palisade";"LX2";"2020-";"2.2";"Дизельный";"4600";"5780";"4600";"5780";"4600";"5780";"16150";"22070";"16150";"22070";"16150";"22070";"22070";"16150";"22070";"20750";"27850";"20750";"27850";"20750";"27850";"27850";"20750";"27850"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Palisade";"LX2";"2020-";"3.5";"Бензиновый";"4400";"5780";"4400";"6700";"4400";"5780";"15560";"16160";"15560";"18985";"15560";"16160";"18985";"15560";"16160";"19960";"21940";"19960";"25685";"19960";"21940";"25685";"19960";"21940"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"H1";"TQ";"2007-";"2.4";"Бензиновый";"4800";"6600";"4800";"8800";"5800";"6600";"12230";"12830";"12230";"15340";"12230";"12830";"14375";"12185";"12785";"17030";"19430";"17030";"24140";"18030";"19430";"23175";"17985";"19385"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"H1";"TQ";"2007-";"2.5";"Дизельный";"5600";"7800";"5600";"7800";"5600";"7800";"16145";"20160";"16145";"20160";"16145";"20160";"20155";"16140";"20155";"21745";"27960";"21745";"27960";"21745";"27960";"27955";"21740";"27955"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Staria";"US4";"2021-";"3.5";"Бензиновый";"5800";"7000";"5800";"8000";"5800";"7000";"14970";"15570";"14970";"18570";"14970";"15570";"18570";"14970";"15570";"20770";"22570";"20770";"26570";"20770";"22570";"26570";"20770";"22570"
"RC557";"01173";"";"";"C40AF01173";"Апельсин Челны";"";"";"Staria";"US4";"2021-";"2.2";"Дизельный";"5800";"7600";"5800";"7600";"5800";"7600";"15740";"21170";"15740";"21170";"15740";"21170";"21170";"15740";"21170";"21540";"28770";"21540";"28770";"21540";"28770";"28770";"21540";"28770"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"Solaris";"HCR PE";"2020-";"1.4";"Бензиновый";"4500";"6000";"4500";"7500";"4500";"6000";"7595";"8045";"7595";"20695";"7595";"8045";"18625,5";"6835,5";"7240,5";"12095";"14045";"12095";"28195";"12095";"14045";"26125,5";"11335,5";"13240,5"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"Solaris";"HCR PE";"2020-";"1.6";"Бензиновый";"4500";"6000";"4500";"7500";"4500";"6000";"7754";"12084";"7754";"15374";"7754";"12084";"13836,6";"6978,6";"10875,6";"12254";"18084";"12254";"22874";"12254";"18084";"21336,6";"11478,6";"16875,6"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"Solaris";"HCR";"2017-2019";"1.4";"Бензиновый";"4500";"6000";"4500";"7500";"4500";"6000";"7595";"8045";"7595";"20695";"7595";"8045";"18625,5";"6835,5";"7240,5";"12095";"14045";"12095";"28195";"12095";"14045";"26125,5";"11335,5";"13240,5"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"Solaris";"HCR";"2017-2019";"1.6";"Бензиновый";"4500";"6000";"4500";"7500";"4500";"6000";"7754";"12084";"7754";"15374";"7754";"12084";"13836,6";"6978,6";"10875,6";"12254";"18084";"12254";"22874";"12254";"18084";"21336,6";"11478,6";"16875,6"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"Solaris";"RBR";"2011-2016";"1.4";"Бензиновый";"4500";"6000";"4500";"7500";"4500";"6000";"7680";"11120";"7680";"13760";"7680";"11120";"10125";"6048";"9144";"12180";"17120";"12180";"21260";"12180";"17120";"17625";"10548";"15144"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"Solaris";"RBR";"2011-2016";"1.6";"Бензиновый";"4500";"6000";"4500";"7500";"4500";"6000";"7680";"11120";"7680";"13760";"7680";"11120";"10125";"6048";"9144";"12180";"17120";"12180";"21260";"12180";"17120";"17625";"10548";"15144"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"i30";"Gde";"2012-2017";"1.4";"Бензиновый";"4350";"5850";"4350";"7050";"4350";"6150";"9710";"12150";"9710";"14660";"9710";"12150";"10701";"6588";"9684";"14060";"18000";"14060";"21710";"14060";"18300";"17751";"10938";"15834"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"i30";"Gde";"2012-2017";"1.6";"Бензиновый";"4350";"5850";"4350";"7050";"4350";"6150";"9710";"12150";"9710";"14660";"9710";"12150";"10701";"6588";"9684";"14060";"18000";"14060";"21710";"14060";"18300";"17751";"10938";"15834"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"i30";"PDe";"2017-";"1.4";"Бензиновый";"4350";"5850";"4350";"7050";"4350";"6150";"7265";"10705";"7265";"13215";"7265";"10705";"8455,5";"4342,5";"7438,5";"11615";"16555";"11615";"20265";"11615";"16855";"15505,5";"8692,5";"13588,5"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"i30";"PDe";"2017-";"1.6";"Бензиновый";"4350";"5850";"4350";"7050";"4350";"6150";"7265";"10705";"7265";"13215";"7265";"10705";"8455,5";"4342,5";"7438,5";"11615";"16555";"11615";"20265";"11615";"16855";"15505,5";"8692,5";"13588,5"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"i30n";"PDeN";"2018-";"2.0";"Бензиновый";"4350";"5850";"4350";"7050";"4350";"6150";"7265";"10705";"7265";"13215";"7265";"10705";"8455,5";"4342,5";"7438,5";"11615";"16555";"11615";"20265";"11615";"16855";"15505,5";"8692,5";"13588,5"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"Elantra";"MD";"2011-2016";"1.6";"Бензиновый";"4500";"6000";"4500";"5130";"4500";"6300";"9710";"12150";"9710";"12190";"9710";"11820";"11097";"6588";"9387";"14210";"18150";"14210";"17320";"14210";"18120";"16227";"11088";"15687"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"Elantra";"MD";"2011-2016";"1.8";"Бензиновый";"4350";"5850";"4350";"7200";"4500";"6300";"10170";"10850";"10170";"13280";"10170";"10520";"9027";"7002";"7317";"14520";"16700";"14520";"20480";"14670";"16820";"16227";"11502";"13617"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"Elantra";"AD";"2016-2020";"1.6";"Бензиновый";"4500";"5700";"4500";"7440";"4500";"5700";"9624";"13064";"9624";"18094";"9624";"12384";"16284,6";"8661,6";"11145,6";"14124";"18764";"14124";"25534";"14124";"18084";"23724,6";"13161,6";"16845,6"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"Elantra";"AD";"2016-2020";"2.0";"Бензиновый";"4500";"5700";"4500";"6900";"4500";"5700";"10100";"10780";"10100";"15334";"10100";"10100";"13800,6";"9090";"9090";"14600";"16480";"14600";"22234";"14600";"15800";"20700,6";"13590";"14790"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"Elantra";"CN7";"2020-";"1.6";"Бензиновый";"5190";"6990";"6390";"9690";"1890";"11490";"10232";"13442";"10232";"16872";"10232";"13442";"15184,8";"9208,8";"12097,8";"15422";"20432";"16622";"26562";"12122";"24932";"24874,8";"11098,8";"23587,8"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"Elantra";"CN7";"2020-";"2.0";"Бензиновый";"5190";"5790";"6390";"7290";"6390";"10290";"12007";"12457";"12007";"15887";"12007";"12457";"14298,3";"10806,3";"11211,3";"17197";"18247";"18397";"23177";"18397";"22747";"21588,3";"17196,3";"21501,3"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"Sonata";"LF";"2017-2019";"2.0";"Бензиновый";"4600";"6100";"4600";"7300";"4600";"7300";"10585";"11265";"10585";"15715";"10585";"11265";"14143,5";"9526,5";"10138,5";"15185";"17365";"15185";"23015";"15185";"18565";"21443,5";"14126,5";"17438,5"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"Sonata";"LF";"2017-2019";"2.4 GDi";"Бензиновый";"4600";"6100";"4600";"7300";"4600";"7300";"11160";"11840";"11160";"16290";"11160";"11840";"14661";"10044";"10656";"15760";"17940";"15760";"23590";"15760";"19140";"21961";"14644";"17956"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"Sonata";"DN8";"2020-";"2.0";"Бензиновый";"4600";"6100";"4600";"7300";"4600";"7300";"11000";"11680";"11000";"15110";"11000";"11680";"13599";"9900";"10512";"15600";"17780";"15600";"22410";"15600";"18980";"20899";"14500";"17812"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"Sonata";"DN8";"2020-";"2.5";"Бензиновый";"4600";"6100";"4600";"7300";"4600";"7300";"13613";"14293";"13613";"17723";"13613";"14293";"15950,7";"12251,7";"12863,7";"18213";"20393";"18213";"25023";"18213";"21593";"23250,7";"16851,7";"20163,7"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"i40";"VF";"2011-2017";"1.6";"Бензиновый";"4350";"5850";"4350";"7050";"4350";"5850";"9080";"14920";"9080";"17680";"9080";"14920";"13563";"6597";"11853";"13430";"20770";"13430";"24730";"13430";"20770";"20613";"10947";"17703"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"i40";"VF";"2011-2017";"2.0";"Бензиновый";"4350";"5850";"4350";"5850";"4350";"5850";"11865";"18055";"11865";"18055";"11865";"18055";"14674,5";"9103,5";"14674,5";"16215";"23905";"16215";"23905";"16215";"23905";"20524,5";"13453,5";"20524,5"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"i40";"VF";"2011-2017";"1.7";"Дизельный";"4350";"5850";"4350";"7050";"4350";"6150";"9950";"10630";"9950";"13390";"9950";"10630";"9702";"7380";"7992";"14300";"16480";"14300";"20440";"14300";"16780";"16752";"11730";"14142"
"RC164";"00278";"";"";"C40AF00278";"АНТ 2000";"";"";"Creta";"GSr";"2016-2021";"1.6";"Бензиновый";"5500";"7300";"5500";"8500";"5500";"7300";"8648";"12978";"8648";"15798";"8648";"12978";"14218,2";"7783,2";"11680,2";"14148";"20278";"14148";"24298";"14148";"20278";"22718,2";"13283,2";"18980,2"
