"Код дилера";"Сервисный код дилера";"";"";"Код SAP площадки";"Контрагент";"";"";"Модель";"Код модели";"Годпроизводства";"Рабочий объем";"Тип двигателя";"Стоимость работ";"";"";"";"";"";"Стоимость запчастей";"";"";"";"";"";"Стоимость запчастей PL-2";"";"";"Итого - ремонт";"";"";"";"";"";"Итого - PL-2 ремонт";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"1 год 15000 км";"2 года 30000 км";"3 года 45000 км";"4 года 60000 км";"5 лет 75000 км";"6 лет 90000 км";"1 год 15000 км";"2 год 30000 км";"3 год 45000 км";"4 год 60000 км";"5 лет 75000 км";"6 лет 90000 км";"4 год 60000 км";"5 год 75000 км";"6 год 90000 км";"1 год 15000 км";"2 год 30000 км";"3 год 45000 км";"4 год 60000 км";"5 год 75000 км";"6 год 90000 км";"4 год 60000 км";"5 год 75000 км";"6 год 90000 км"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Sonata";"LF";"2017-2019";"2.4 GDi";"Бензиновый";"3360";"4560";"3360";"5520";"3360";"4560";"13515";"14305";"13615";"21023";"13615";"14073";"20848";"13440";"14073";"16875";"18865";"16975";"26543";"16975";"18633";"26368";"16800";"18633"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Sonata";"DN8";"2020-";"2.0";"Бензиновый";"3360";"4560";"3360";"5520";"3360";"4560";"12629";"13419";"12729";"17197";"12729";"17197";"16413";"11945";"16413";"15989";"17979";"16089";"22717";"16089";"21757";"21933";"15305";"20973"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Sonata";"DN8";"2020-";"2.5";"Бензиновый";"3360";"4560";"3360";"5520";"3360";"4560";"18462";"19252";"18562";"25779";"18562";"23030";"22421";"17953";"22421";"21822";"23812";"21922";"31299";"21922";"27590";"27941";"21313";"26981"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"i40";"VF";"2011-2017";"1.6";"Бензиновый";"3360";"4560";"3360";"5520";"3360";"4560";"11231";"13036";"11331";"17252";"11331";"13036";"15747";"7050";"11098";"14591";"17596";"14691";"22772";"14691";"17596";"21267";"10410";"15658"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"i40";"VF";"2011-2017";"2.0";"Бензиновый";"3360";"4560";"3360";"5520";"3360";"4560";"11792";"12582";"11892";"17195";"11036";"12582";"13436";"10408";"11098";"15152";"17142";"15252";"22715";"14396";"17142";"18956";"13768";"15658"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"i40";"VF";"2011-2017";"1.7";"Дизельный";"3360";"4560";"3360";"4560";"3360";"4560";"13777";"18391";"13877";"18391";"13877";"18391";"15913";"12281";"15913";"17137";"22951";"17237";"22951";"17237";"22951";"20473";"15641";"20473"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Creta";"GSr";"2016-2021";"1.6";"Бензиновый";"3740";"5060";"3740";"5940";"3740";"5060";"10141";"15179";"10241";"18868";"10241";"15179";"15448";"9025";"11759";"13881";"20239";"13981";"24808";"13981";"20239";"21388";"12765";"16819"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Creta";"GSr";"2016-2021";"2.0";"Бензиновый";"3740";"5060";"3740";"5940";"3740";"5060";"10576";"11366";"10676";"20147";"10676";"11366";"18335";"9460";"10150";"14316";"16426";"14416";"26087";"14416";"16426";"24275";"13200";"15210"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Creta";"SU2r";"2021-";"1.6";"Бензиновый";"3740";"5060";"3740";"5940";"3740";"5060";"10003";"13817";"10103";"17431";"10103";"13817";"16175";"9827";"12561";"13743";"18877";"13843";"23371";"13843";"18877";"22115";"13567";"17621"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Creta";"SU2r";"2021-";"2.0";"Бензиновый";"3740";"5060";"3740";"5940";"3740";"5060";"13067";"13857";"13167";"17471";"13167";"13857";"17470";"13066";"13756";"16807";"18917";"16907";"23411";"16907";"18917";"23410";"16806";"18816"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Tucson";"TLe";"2015-2021";"2.0";"Бензиновый";"4250";"5750";"4250";"6750";"4250";"5750";"11609";"12399";"11709";"21660";"11709";"12399";"21660";"11709";"12399";"15859";"18149";"15959";"28410";"15959";"18149";"28410";"15959";"18149"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Tucson";"TLe";"2015-2021";"1.6T GDI";"Бензиновый";"4250";"5750";"4250";"6750";"4250";"5750";"12102";"13124";"13384";"21460";"13384";"21772";"20430";"11404";"20742";"16352";"18874";"17634";"28210";"17634";"27522";"27180";"15654";"26492"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Tucson";"TLe";"2015-2021";"2.0";"Дизельный";"4250";"5750";"4250";"5750";"4250";"5750";"18160";"25682";"18160";"25682";"18160";"25682";"23035";"15513";"23035";"22410";"31432";"22410";"31432";"22410";"31432";"28785";"19763";"28785"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Tucson";"TLe";"2015-2021";"2.4";"Бензиновый";"4250";"5750";"4250";"6750";"4250";"5750";"12769";"13559";"12869";"21895";"12869";"13559";"17908";"11839";"12529";"17019";"19309";"17119";"28645";"17119";"19309";"24658";"16089";"18279"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Tucson";"NX4";"2021-";"2.0";"Бензиновый";"5150";"6650";"5150";"7650";"5150";"6650";"15110";"15800";"15110";"19578";"15110";"15800";"19578";"15110";"15800";"20260";"22450";"20260";"27228";"20260";"22450";"27228";"20260";"22450"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Tucson";"NX4";"2021-";"2.0";"Дизельный";"5150";"6650";"5150";"6650";"5150";"6650";"16257";"26975";"16257";"26975";"16257";"26975";"26975";"16257";"26975";"21407";"33625";"21407";"33625";"21407";"33625";"33625";"21407";"33625"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Tucson";"NX4";"2021-";"2.5 GDI";"Бензиновый";"5150";"6650";"5150";"7650";"5150";"6650";"17614";"18304";"17614";"22082";"17614";"18304";"22082";"17614";"18304";"22764";"24954";"22764";"29732";"22764";"24954";"29732";"22764";"24954"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Santa Fe";"CM";"2006-2012";"2.4";"Бензиновый";"4420";"5980";"4420";"5980";"4420";"5980";"13091";"17189";"13191";"21672";"13191";"17189";"18318";"11635";"14869";"17511";"23169";"17611";"27652";"17611";"23169";"24298";"16055";"20849"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Santa Fe";"CM";"2006-2012";"2.2";"Дизельный";"4420";"5980";"4420";"5980";"4420";"5980";"17638";"22252";"17738";"22252";"17738";"22252";"20012";"16380";"20012";"22058";"28232";"22158";"28232";"22158";"28232";"25992";"20800";"25992"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Santa Fe";"DM";"2012-2018";"2.4";"Бензиновый";"4420";"5980";"4420";"7020";"4420";"5980";"13070";"19854";"13170";"19390";"12492";"16490";"15722";"10908";"14142";"17490";"25834";"17590";"26410";"16912";"22470";"22742";"15328";"20122"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Santa Fe";"DM";"2012-2018";"2.2";"Дизельный";"4420";"5980";"4420";"5980";"4420";"5980";"18007";"24758";"18007";"24758";"18007";"24758";"23261";"16510";"23261";"22427";"30738";"22427";"30738";"22427";"30738";"29241";"20930";"29241"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Santa Fe";"TM";"2019-2020";"3.5";"Бензиновый";"4420";"5980";"4420";"5980";"4420";"5980";"18835";"19625";"18835";"22731";"18835";"19525";"21006";"17210";"17900";"23255";"25605";"23255";"28711";"23255";"25505";"26986";"21630";"23880"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Santa Fe";"TM";"2019-2020";"2.2";"Дизельный";"4420";"5980";"4420";"5980";"4420";"5980";"21139";"27781";"21139";"27781";"21139";"27781";"26373";"19831";"26373";"25559";"33761";"25559";"33761";"25559";"33761";"32353";"24251";"32353"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Santa Fe";"TM";"2019-2020";"2.4";"Бензиновый";"4420";"5980";"4420";"5980";"4420";"5980";"16355";"17145";"16355";"22150";"16355";"17045";"20733";"15038";"15728";"20775";"23125";"20775";"28130";"20775";"23025";"26713";"19458";"21708"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Santa Fe";"TM";"2020-";"2.2";"Дизельный";"4420";"5980";"4420";"5980";"4420";"5980";"18773";"25951";"18773";"25951";"18873";"25951";"25342";"18264";"24538";"23193";"31931";"23193";"31931";"23293";"31931";"31322";"22684";"30518"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Santa Fe";"TM";"2020-";"2.5";"Бензиновый";"4420";"5980";"4420";"5980";"4420";"5980";"18245";"19035";"18245";"26360";"18345";"19035";"20584";"16116";"16806";"22665";"25015";"22665";"32340";"22765";"25015";"26564";"20536";"22786"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Santa Fe";"TM";"2020-";"3.5";"Бензиновый";"4420";"5980";"4420";"5980";"4420";"5980";"18218";"19008";"18218";"26333";"18318";"19008";"22787";"18318";"19008";"22638";"24988";"22638";"32313";"22738";"24988";"28767";"22738";"24988"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Grand Santa Fe";"NC";"2012-2018";"3.3";"Бензиновый";"4420";"5980";"4420";"7020";"4420";"5980";"15148";"15938";"15248";"26476";"13943";"21030";"22029";"11710";"18201";"19568";"21918";"19668";"33496";"18363";"27010";"29049";"16130";"24181"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Grand Santa Fe";"NC";"2012-2018";"3.0 GDI";"Бензиновый";"4420";"5980";"4420";"7020";"4420";"5980";"15148";"15938";"15248";"30447";"13943";"21030";"23273";"8302";"18201";"19568";"21918";"19668";"37467";"18363";"27010";"30293";"12722";"24181"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Grand Santa Fe";"NC";"2012-2018";"2.2";"Дизельный";"4420";"5980";"4420";"5980";"4420";"5980";"18494";"25245";"18007";"25245";"18494";"25245";"23582";"16831";"23582";"22914";"31225";"22427";"31225";"22914";"31225";"29562";"21251";"29562"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Palisade";"LX2";"2020-";"2.2";"Дизельный";"4420";"5980";"4420";"5980";"4420";"5980";"18695";"25337";"18695";"25337";"18695";"25337";"25171";"18629";"25171";"23115";"31317";"23115";"31317";"23115";"31317";"31151";"23049";"31151"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Palisade";"LX2";"2020-";"3.5";"Бензиновый";"4420";"5980";"4420";"5980";"4420";"5980";"16391";"17181";"16391";"20287";"16391";"17081";"19804";"16008";"16698";"20811";"23161";"20811";"26267";"20811";"23061";"25784";"20428";"22678"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"H1";"TQ";"2007-";"2.4";"Бензиновый";"4420";"5980";"4420";"7020";"4420";"5980";"14047";"18145";"14147";"20903";"14147";"18145";"17377";"12728";"17377";"18467";"24125";"18567";"27923";"18567";"24125";"24397";"17148";"23357"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"H1";"TQ";"2007-";"2.5";"Дизельный";"4420";"5980";"4420";"5980";"4420";"5980";"18756";"23405";"19446";"23405";"18756";"23405";"16784";"11865";"15099";"23176";"29385";"23866";"29385";"23176";"29385";"22764";"16285";"21079"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Staria";"US4";"2021-";"3.5";"Бензиновый";"4420";"5980";"4420";"5980";"4420";"5980";"17567";"18357";"17567";"21904";"17667";"18357";"21904";"17667";"18357";"21987";"24337";"21987";"27884";"22087";"24337";"27884";"22087";"24337"
"RC478";"01127";"";"";"C40AF01127";"Авторай";"";"";"Staria";"US4";"2021-";"2.2";"Дизельный";"4420";"5980";"4420";"5980";"4420";"5980";"17067";"23061";"17067";"24366";"17067";"23061";"23591";"16292";"22286";"21487";"29041";"21487";"30346";"21487";"29041";"29571";"20712";"28266"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Solaris";"HCR PE";"2020-";"1.4";"Бензиновый";"5721,35";"7404,1";"5721,35";"9086,85";"5721,35";"7404,1";"7334,25";"8401,05";"7334,25";"22244,05";"7334,25";"8401,05";"21644,05";"6734,25";"7801,05";"13055,6";"15805,15";"13055,6";"31330,9";"13055,6";"15805,15";"30730,9";"12455,6";"15205,15"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Solaris";"HCR PE";"2020-";"1.6";"Бензиновый";"5721,35";"7404,1";"5721,35";"9086,85";"5721,35";"7404,1";"7334,25";"11449,05";"7334,25";"15132,05";"7334,25";"11449,05";"14532,05";"6734,25";"10849,05";"13055,6";"18853,15";"13055,6";"24218,9";"13055,6";"18853,15";"23618,9";"12455,6";"18253,15"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Solaris";"HCR";"2017-2019";"1.4";"Бензиновый";"5721,35";"7404,1";"5721,35";"9086,85";"5721,35";"7404,1";"7334,25";"8401,05";"7334,25";"22244,05";"7334,25";"8401,05";"21644,05";"6734,25";"7801,05";"13055,6";"15805,15";"13055,6";"31330,9";"13055,6";"15805,15";"30730,9";"12455,6";"15205,15"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Solaris";"HCR";"2017-2019";"1.6";"Бензиновый";"5721,35";"7404,1";"5721,35";"9086,85";"5721,35";"7404,1";"7334,25";"11449,05";"7334,25";"15132,05";"7334,25";"11449,05";"14532,05";"6734,25";"10849,05";"13055,6";"18853,15";"13055,6";"24218,9";"13055,6";"18853,15";"23618,9";"12455,6";"18253,15"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Solaris";"RBR";"2011-2016";"1.4";"Бензиновый";"5181,6";"6705,6";"5181,6";"8229,6";"5181,6";"6705,6";"7270,75";"11283,95";"7270,75";"13303,25";"7270,75";"11283,95";"12703,25";"6670,75";"10683,95";"12452,35";"17989,55";"12452,35";"21532,85";"12452,35";"17989,55";"20932,85";"11852,35";"17389,55"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Solaris";"RBR";"2011-2016";"1.6";"Бензиновый";"5181,6";"6705,6";"5181,6";"8229,6";"5181,6";"6705,6";"7270,75";"11283,95";"7270,75";"13303,25";"7270,75";"11283,95";"12703,25";"6670,75";"10683,95";"12452,35";"17989,55";"12452,35";"21532,85";"12452,35";"17989,55";"20932,85";"11852,35";"17389,55"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"i30";"Gde";"2012-2017";"1.4";"Бензиновый";"5829,3";"7543,8";"5829,3";"8915,4";"5829,3";"7543,8";"8159,75";"12223,75";"8159,75";"14991,08";"8159,75";"12223,75";"14391,08";"7559,75";"11623,75";"13989,05";"19767,55";"13989,05";"23906,48";"13989,05";"19767,55";"23306,48";"13389,05";"19167,55"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"i30";"Gde";"2012-2017";"1.6";"Бензиновый";"5829,3";"7543,8";"5829,3";"8915,4";"5829,3";"7543,8";"8159,75";"12223,75";"8159,75";"14991,08";"8159,75";"12223,75";"14391,08";"7559,75";"11623,75";"13989,05";"19767,55";"13989,05";"23906,48";"13989,05";"19767,55";"23306,48";"13389,05";"19167,55"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"i30";"PDe";"2017-";"1.4";"Бензиновый";"5829,3";"7543,8";"5829,3";"8915,4";"5829,3";"7543,8";"8159,75";"12223,75";"8159,75";"14991,08";"8159,75";"12223,75";"14391,08";"7559,75";"11623,75";"13989,05";"19767,55";"13989,05";"23906,48";"13989,05";"19767,55";"23306,48";"13389,05";"19167,55"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"i30";"PDe";"2017-";"1.6";"Бензиновый";"5829,3";"7543,8";"5829,3";"8915,4";"5829,3";"7543,8";"8159,75";"12223,75";"8159,75";"14991,08";"8159,75";"12223,75";"14391,08";"7559,75";"11623,75";"13989,05";"19767,55";"13989,05";"23906,48";"13989,05";"19767,55";"23306,48";"13389,05";"19167,55"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"i30n";"PDeN";"2018-";"2.0";"Бензиновый";"6477";"8382";"6477";"9906";"6477";"8382";"9246,87";"10237,47";"9246,87";"14980,92";"9246,87";"10237,47";"14380,92";"8646,87";"9637,47";"15723,87";"18619,47";"15723,87";"24886,92";"15723,87";"18619,47";"24286,92";"15123,87";"18019,47"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Elantra";"MD";"2011-2016";"1.6";"Бензиновый";"4760";"6160";"4760";"7280";"4760";"6160";"10270";"13500";"10270";"18620";"10270";"13500";"18020";"9670";"12900";"15030";"19660";"15030";"25900";"15030";"19660";"25300";"14430";"19060"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Elantra";"MD";"2011-2016";"1.8";"Бензиновый";"4930";"6380";"4930";"7540";"4930";"6380";"10270";"10820";"10270";"12965";"10270";"10820";"12365";"9670";"10220";"15200";"17200";"15200";"20505";"15200";"17200";"19905";"14600";"16600"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Elantra";"AD";"2016-2020";"1.6";"Бензиновый";"6477";"8382";"6477";"9906";"6477";"8382";"8994,14";"13108,94";"8994,14";"18658,84";"8994,14";"13108,94";"18058,84";"8394,14";"12508,94";"15471,14";"21490,94";"15471,14";"28564,84";"15471,14";"21490,94";"27964,84";"14871,14";"20890,94"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Elantra";"AD";"2016-2020";"2.0";"Бензиновый";"6477";"8382";"6477";"9906";"6477";"8382";"9819,64";"10886,44";"9819,64";"16436,34";"9819,64";"10886,44";"15836,34";"9219,64";"10286,44";"16296,64";"19268,44";"16296,64";"26342,34";"16296,64";"19268,44";"25742,34";"15696,64";"18668,44"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Elantra";"CN7";"2020-";"1.6";"Бензиновый";"5397,5";"6985";"5397,5";"8255";"5397,5";"6985";"9806,94";"13835,38";"9806,94";"17627,6";"9806,94";"13835,38";"17027,6";"9206,94";"13235,38";"15204,44";"20820,38";"15204,44";"25882,6";"15204,44";"20820,38";"25282,6";"14604,44";"20220,38"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Elantra";"CN7";"2020-";"2.0";"Бензиновый";"5829,3";"7543,8";"5829,3";"8915,4";"5829,3";"7543,8";"12534,9";"13677,9";"12534,9";"16979,9";"12534,9";"13677,9";"16379,9";"11934,9";"13077,9";"18364,2";"21221,7";"18364,2";"25895,3";"18364,2";"21221,7";"25295,3";"17764,2";"20621,7"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Sonata";"LF";"2017-2019";"2.0";"Бензиновый";"6908,8";"8940,8";"6908,8";"10566,4";"6908,8";"8940,8";"10398,76";"11465,56";"10398,76";"16111,22";"10398,76";"11465,56";"15511,22";"9798,76";"10865,56";"17307,56";"20406,36";"17307,56";"26677,62";"17307,56";"20406,36";"26077,62";"16707,56";"19806,36"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Sonata";"LF";"2017-2019";"2.4 GDi";"Бензиновый";"6477";"8382";"6477";"9906";"6477";"8382";"10811,51";"11878,31";"10811,51";"16523,97";"10811,51";"11878,31";"15923,97";"10211,51";"11278,31";"17288,51";"20260,31";"17288,51";"26429,97";"17288,51";"20260,31";"25829,97";"16688,51";"19660,31"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Sonata";"DN8";"2020-";"2.0";"Бензиновый";"5850,89";"7578,09";"5850,89";"8900,16";"5850,89";"7578,09";"10571,48";"11562,08";"10571,48";"15353,03";"10571,48";"11562,08";"14753,03";"9971,48";"10962,08";"16422,37";"19140,17";"16422,37";"24253,19";"16422,37";"19140,17";"23653,19";"15822,37";"18540,17"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Sonata";"DN8";"2020-";"2.5";"Бензиновый";"6477";"8382";"6477";"9906";"6477";"8382";"14467,84";"15001,24";"14467,84";"18303,24";"14467,84";"15001,24";"17703,24";"13867,84";"14401,24";"20944,84";"23383,24";"20944,84";"28209,24";"20944,84";"23383,24";"27609,24";"20344,84";"22783,24"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"i40";"VF";"2011-2017";"1.6";"Бензиновый";"6584,95";"8521,7";"6584,95";"10071,1";"6584,95";"8521,7";"9538,97";"10605,77";"9538,97";"15855,95";"9538,97";"10605,77";"15255,95";"8938,97";"10005,77";"16123,92";"19127,47";"16123,92";"25927,05";"16123,92";"19127,47";"25327,05";"15523,92";"18527,47"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"i40";"VF";"2011-2017";"2.0";"Бензиновый";"6261,1";"8102,6";"6261,1";"9575,8";"6261,1";"8102,6";"9833,61";"10900,41";"9833,61";"13950,95";"9833,61";"10900,41";"13350,95";"9233,61";"10300,41";"16094,71";"19003,01";"16094,71";"23526,75";"16094,71";"19003,01";"22926,75";"15494,71";"18403,01"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"i40";"VF";"2011-2017";"1.7";"Дизельный";"6692,9";"8661,4";"6692,9";"8661,4";"6692,9";"8661,4";"11108,69";"18260,06";"11108,69";"18260,06";"11108,69";"18260,06";"17660,06";"10508,69";"17660,06";"17801,59";"26921,46";"17801,59";"26921,46";"17801,59";"26921,46";"26321,46";"17201,59";"26321,46"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Creta";"GSr";"2016-2021";"1.6";"Бензиновый";"7366";"9575,8";"7366";"11049";"7366";"9575,8";"8134,35";"12249,15";"8134,35";"15582,9";"8134,35";"12249,15";"14982,9";"7534,35";"11649,15";"15500,35";"21824,95";"15500,35";"26631,9";"15500,35";"21824,95";"26031,9";"14900,35";"21224,95"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Creta";"GSr";"2016-2021";"2.0";"Бензиновый";"7366";"9575,8";"7366";"11049";"7366";"9575,8";"8547,1";"9613,9";"8547,1";"12947,65";"8547,1";"9613,9";"12347,65";"7947,1";"9013,9";"15913,1";"19189,7";"15913,1";"23996,65";"15913,1";"19189,7";"23396,65";"15313,1";"18589,7"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Creta";"SU2r";"2021-";"1.6";"Бензиновый";"7366";"9575,8";"7366";"11049";"7366";"9575,8";"8134,35";"12249,15";"8134,35";"15582,9";"8134,35";"12249,15";"14982,9";"7534,35";"11649,15";"15500,35";"21824,95";"15500,35";"26631,9";"15500,35";"21824,95";"26031,9";"14900,35";"21224,95"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Creta";"SU2r";"2021-";"2.0";"Бензиновый";"7366";"9575,8";"7366";"11049";"7366";"9575,8";"9606,28";"10673,08";"9606,28";"14301,47";"9606,28";"10673,08";"13701,47";"9006,28";"10073,08";"16972,28";"20248,88";"16972,28";"25350,47";"16972,28";"20248,88";"24750,47";"16372,28";"19648,88"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Tucson";"TLe";"2015-2021";"2.0";"Бензиновый";"7874";"10236,2";"7874";"11811";"7874";"10236,2";"10099,04";"11165,84";"10099,04";"15063,47";"10099,04";"11165,84";"14463,47";"9499,04";"10565,84";"17973,04";"21402,04";"17973,04";"26874,47";"17973,04";"21402,04";"26274,47";"17373,04";"20802,04"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Tucson";"TLe";"2015-2021";"1.6T GDI";"Бензиновый";"7874";"10236,2";"7874";"11811";"7874";"10236,2";"9649,46";"10716,26";"9649,46";"13688,06";"9649,46";"10716,26";"13088,06";"9049,46";"10116,26";"17523,46";"20952,46";"17523,46";"25499,06";"17523,46";"20952,46";"24899,06";"16923,46";"20352,46"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Tucson";"TLe";"2015-2021";"2.0";"Дизельный";"7620";"9906";"7620";"9906";"7620";"9906";"13768,07";"21694,14";"13768,07";"21694,14";"13768,07";"21694,14";"21094,14";"13168,07";"21094,14";"21388,07";"31600,14";"21388,07";"31600,14";"21388,07";"31600,14";"31000,14";"20788,07";"31000,14"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Tucson";"TLe";"2015-2021";"2.4";"Бензиновый";"7112";"9245,6";"7112";"10668";"7112";"9245,6";"9897,11";"10963,91";"9897,11";"18576,29";"9897,11";"10963,91";"17976,29";"9297,11";"10363,91";"17009,11";"20209,51";"17009,11";"29244,29";"17009,11";"20209,51";"28644,29";"16409,11";"19609,51"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Tucson";"NX4";"2021-";"2.0";"Бензиновый";"7874";"10236,2";"7874";"11811";"7874";"10236,2";"14300,2";"15367";"14300,2";"19159,22";"14300,2";"15367";"18559,22";"13700,2";"14767";"22174,2";"25603,2";"22174,2";"30970,22";"22174,2";"25603,2";"30370,22";"21574,2";"25003,2"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Tucson";"NX4";"2021-";"2.0";"Дизельный";"7620";"9906";"7620";"9906";"7620";"9906";"13289,28";"24452,58";"13289,28";"24452,58";"13289,28";"24452,58";"23852,58";"12689,28";"23852,58";"20909,28";"34358,58";"20909,28";"34358,58";"20909,28";"34358,58";"33758,58";"20309,28";"33758,58"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Tucson";"NX4";"2021-";"2.5 GDI";"Бензиновый";"7874";"10236,2";"7874";"11811";"7874";"10236,2";"14300,2";"15367";"14300,2";"19159,22";"14300,2";"15367";"18559,22";"13700,2";"14767";"22174,2";"25603,2";"22174,2";"30970,22";"22174,2";"25603,2";"30370,22";"21574,2";"25003,2"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Santa Fe";"CM";"2006-2012";"2.4";"Бензиновый";"8382";"10896,6";"8382";"12573";"8382";"8382";"9951,72";"10942,32";"9951,72";"12961,62";"9951,72";"9951,72";"12361,62";"9351,72";"9351,72";"18333,72";"21838,92";"18333,72";"25534,62";"18333,72";"18333,72";"24934,62";"17733,72";"17733,72"
"RC137";"51166";"";"";"C40AF51166";"ТТС-10 (УК ТТС)";"";"";"Santa Fe";"CM";"2006-2012";"2.2";"Дизельный";"9652";"12547,6";"9652";"12547,6";"9652";"9652";"13615,67";"17819,37";"13615,67";"17819,37";"13615,67";"13615,67";"17219,37";"13015,67";"13015,67";"23267,67";"30366,97";"23267,67";"30366,97";"23267,67";"23267,67";"29766,97";"22667,67";"22667,67"
